violence.object.40.Вы.все.еще.сосредоточены.на.прохождении.опроса..Если.вы.читаете.этот.вопрос..выберите.вариант..Абсолютно.согласен..Quantised;attention_2
conflict_role.object.42.Quantised;conflict_role
conflict_gender.object.43.Quantised;conflict_gender
conflict_face.object.44.Конфликт.был.благополучно.разрешен..Quantised;conflict_face_1
conflict_face.object.44.Для.меня.было.важно.сохранять.мирное.взаимодействие.между.нами..Quantised;conflict_face_2
conflict_face.object.44.Для.меня.было.важно.демонстрировать.смирение..чтобы.сохранить.отношения..Quantised;conflict_face_3
conflict_face.object.44.Я.был.а..обеспокоин.а..тем..чтобы.помочь.другому.человеку.сохранять.самообладание..Quantised;conflict_face_4
conflict_face.object.44.Я.был.а..обеспокоен.а..тем..чтобы.помочь.другому.человеку.сохранить.свой.авторитет..Quantised;conflict_face_5
conflict_face.object.44.Я.старался..лась..быть.чутким.ой..к.достоинству.другого.человека..Quantised;conflict_face_6
conflict_face.object.44.Для.меня.было.важно.помочь.сохранить.чувство.гордости.у.другого.человека..Quantised;conflict_face_7
conflict_face.object.44.Я.был.а..обеспокоен.а..о.том..чтобы.не.опозориться..Quantised;conflict_face_8
conflict_face.object.44.Я.был.а..обеспокоен.а..защитой.своего.имиджа.Quantised;conflict_face_9
conflict_face.object.44.Я.был.а..обеспокоен.а..о.том..чтобы.не.показаться.слабым.слабой.в.глазах.другого.человека..Quantised;conflict_face_10
conflict_face.object.44.Я.был.а..обеспокоен.а..защитой.своего.чувства.гордости..Quantised;conflict_face_11
insult1.object.47.Не.делал.а..бы.ничего.и.ожидал.а...что.вмешаются.другие.Quantised;insult1_1
insult1.object.47.Ответил.а..бы.оскорблением.или.защитил.а..оскорбленного.ую..Quantised;insult1_2
insult1.object.47.Пошутил.а..бы.над.поведением.этого.человека.Quantised;insult1_3
insult2.object.48.Не.делал.а..бы.ничего.и.ожидал.а...что.вмешаются.другие.Quantised;insult2_1
insult2.object.48.Ответил.а..бы.оскорблением.или.защитил.а..оскорбленного.Quantised;insult2_2
insult2.object.48.Пошутил.а..бы.над.поведением.этого.человека.Quantised;insult2_3
insult3.object.49.Не.делал.а..бы.ничего.и.ожидал.а...что.вмешаются.другие.Quantised;insult3_1
insult3.object.49.Ответил.а..бы.оскорблением.или.защитил.а..оскорбленного.Quantised;insult3_2
insult3.object.49.Пошутил.а..бы.над.поведением.этого.человека.Quantised;insult3_3
valuesgender.object.87.Quantised;valuesgender
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.0.ДЕ.Quantised;Ultimatum.Receiver_1
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.1.ДЕ.Quantised;Ultimatum.Receiver_2
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.2.ДЕ.Quantised;Ultimatum.Receiver_3
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.3.ДЕ.Quantised;Ultimatum.Receiver_4
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.4.ДЕ.Quantised;Ultimatum.Receiver_5
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.5.ДЕ.Quantised;Ultimatum.Receiver_6
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.6.ДЕ.Quantised;Ultimatum.Receiver_7
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.7.ДЕ.Quantised;Ultimatum.Receiver_8
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.8.ДЕ.Quantised;Ultimatum.Receiver_9
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.9.ДЕ.Quantised;Ultimatum.Receiver_10
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.10.ДЕ.Quantised;Ultimatum.Receiver_11
Ultimatum.Proposer.object.118.Если.бы.они.предложили.0.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_1
Ultimatum.Proposer.object.118.Если.бы.они.предложили.1.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_2
Ultimatum.Proposer.object.118.Если.бы.они.предложили.2.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_3
Ultimatum.Proposer.object.118.Если.бы.они.предложили.3.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_4
Ultimatum.Proposer.object.118.Если.бы.они.предложили.4.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_5
Ultimatum.Proposer.object.118.Если.бы.они.предложили.5.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_6
Ultimatum.Proposer.object.118.Если.бы.они.предложили.6.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_7
Ultimatum.Proposer.object.118.Если.бы.они.предложили.7.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_8
Ultimatum.Proposer.object.118.Если.бы.они.предложили.8.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_9
Ultimatum.Proposer.object.118.Если.бы.они.предложили.9.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_10
Ultimatum.Proposer.object.118.Если.бы.они.предложили.10.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_11
Ultimatum.expect.object.124.0.ДЕ.Quantised;Ultimatum.expect_1
Ultimatum.expect.object.124.1.ДЕ.Quantised;Ultimatum.expect_2
Ultimatum.expect.object.124.2.ДЕ.Quantised;Ultimatum.expect_3
Ultimatum.expect.object.124.3.ДЕ.Quantised;Ultimatum.expect_4
Ultimatum.expect.object.124.4.ДЕ.Quantised;Ultimatum.expect_5
Ultimatum.expect.object.124.5.ДЕ.Quantised;Ultimatum.expect_6
Ultimatum.expect.object.124.6.ДЕ.Quantised;Ultimatum.expect_7
Ultimatum.expect.object.124.7.ДЕ.Quantised;Ultimatum.expect_8
Ultimatum.expect.object.124.8.ДЕ.Quantised;Ultimatum.expect_9
Ultimatum.expect.object.124.9.ДЕ.Quantised;Ultimatum.expect_10
Ultimatum.expect.object.124.10.ДЕ.Quantised;Ultimatum.expect_11
values_f.object.54.Для.неё.важно.придумывать.новые.идеи.и.быть.креативной..Ей.нравится.делать.всё.по.своему..Quantised;values_f_1
values_f.object.54.Для.неё.важно.быть.богатой..Она.хочет.иметь.много.денег.и.дорогие.вещи..Quantised;values_f_2
values_f.object.54.Она.считает.важным..чтобы.к.каждому.человеку.в.мире.относились.одинаково..Она.считает..что.у.всех.должны.быть.равные.возможности.в.жизни..Quantised;values_f_3
values_f.object.54.Для.неё.важно.демонстрировать.свои.способности..Она.хочет..чтобы.люди.восхищались.тем..что.она.делает..Quantised;values_f_4
values_f.object.54.Для.неё.важно.жить.в.безопасной.обстановке..Она.избегает.всего..что.может.поставить.под.угрозу.её.безопасность..Quantised;values_f_5
values_f.object.54.Ей.нравятся.сюрпризы..и.она.всегда.ищет.новые.занятия..Она.считает..что.в.жизни.важно.делать.много.разных.вещей..Quantised;values_f_6
values_f.object.54.Она.считает..что.люди.должны.делать.то..что.им.говорят..Она.считает..что.люди.должны.всегда.следовать.правилам..даже.когда.никто.не.смотрит..Quantised;values_f_7
values_f.object.54.Ей.важно.слушать.людей..которые.отличаются.от.неё..Даже.когда.она.с.ними.не.согласна..она.всё.равно.хочет.их.понять..Quantised;values_f_8
values_f.object.54.Ей.важно.быть.скромной.и.сдержанной..Она.старается.не.привлекать.к.себе.внимания..Quantised;values_f_9
values_f.object.54.Для.неё.важно.хорошо.проводить.время..Она.любит..баловать..себя..Quantised;values_f_10
values_f.object.54.Для.неё.важно.принимать.собственные.решения.о.том..что.она.делает..Ей.нравится.быть.свободной.и.не.зависеть.от.других..Quantised;values_f_11
values_f.object.54.Для.неё.очень.важно.помогать.окружающим.её.людям..Она.хочет.заботиться.об.их.благополучии..Quantised;values_f_12
values_f.object.54.Для.неё.важно.быть.очень.успешной..Она.надеется..что.люди.признают.её.достижения..Quantised;values_f_13
values_f.object.54.Для.неё.важно..чтобы.правительство.обеспечивало.её.безопасность.от.всех.угроз..Она.хочет..чтобы.государство.было.сильным..чтобы.оно.могло.защищать.своих.граждан..Quantised;values_f_14
values_f.object.54.Она.ищет.приключений.и.любит.рисковать..Она.хочет.вести.захватывающую.жизнь..Quantised;values_f_15
values_f.object.54.Для.неё.важно.всегда.вести.себя.правильно..Она.хочет.избегать.того..что.люди.могут.назвать.неправильным..Quantised;values_f_16
values_f.object.54.Для.неё.важно.получать.уважение.от.других..Она.хочет..чтобы.люди.делали.то..что.она.говорит..Quantised;values_f_17
values_f.object.54.Для.неё.важно.быть.верной.своим.друзьям..Она.хочет.посвятить.себя.близким.ей.людям..Quantised;values_f_18
values_f.object.54.Она.твёрдо.верит..что.люди.должны.заботиться.о.природе..Забота.об.окружающей.среде.важна.для.неё..Quantised;values_f_19
values_f.object.54.Для.неё.важны.традиции..Она.старается.следовать.обычаям..переданным.её.религией.или.её.семьёй..Quantised;values_f_20
values_f.object.54.Она.ищет.любую.возможность.повеселиться..Для.неё.важно.делать.то..что.доставляет.ей.удовольствие..Quantised;values_f_21
values_m.object.53.Для.него..важно.придумывать.новые.идеи.и.быть.креативным..Ему..нравится.делать.все.по.своему..Quantised;values_m_1
values_m.object.53.Для.него.важно.быть.богатым..Он.хочет.иметь.много.денег.и.дорогие.вещи..Quantised;values_m_2
values_m.object.53.Он.считает.важным..чтобы.к.каждому.человеку.в.мире.относились.одинаково..Он.считает..что.у.всех.должны.быть.равные.возможности.в.жизни..Quantised;values_m_3
values_m.object.53.Для.него.важно.демонстрировать.свои.способности..Он.хочет..чтобы.люди.восхищались.тем..что.он.делает..Quantised;values_m_4
values_m.object.53.Для.него.важно.жить.в.безопасной.обстановке..Он.избегает.всего..что.может.поставить.под.угрозу.его.безопасность..Quantised;values_m_5
values_m.object.53.Ему.нравятся.сюрпризы..и.он.всегда.ищет.новые.занятия..Он.считает..что.в.жизни.важно.делать.много.разных.вещей..Quantised;values_m_6
values_m.object.53.Он.считает..что.люди.должны.делать.то..что.им.говорят..Он.считает..что.люди.должны.всегда.следовать.правилам..даже.когда.никто.не.смотрит..Quantised;values_m_7
values_m.object.53.Ему.важно.слушать.людей..которые.отличаются.от.него..Даже.когда.он.с.ними.не.согласен..он.все.равно.хочет.их.понять..Quantised;values_m_8
values_m.object.53.Ему.важно.быть.скромным.и.сдержанным..Он.старается.не.привлекать.к.себе.внимания..Quantised;values_m_9
values_m.object.53.Для.него.важно.хорошо.проводить.время..Он.любит..баловать..себя..Quantised;values_m_10
values_m.object.53.Для.него.важно.принимать.собственные.решения.о.том..что.он.делает..Ему.нравится.быть.свободным.и.не.зависеть.от.других..Quantised;values_m_11
values_m.object.53.Для.него.очень.важно.помогать.окружающим.его.людям..Он.хочет.заботиться.об.их.благополучии..Quantised;values_m_12
values_m.object.53.Для.него.важно.быть.очень.успешным..Он.надеется..что.люди.признают.его.достижения..Quantised;values_m_13
values_m.object.53.Для.него.важно..чтобы.правительство.обеспечивало.его.безопасность.от.всех.угроз..Он.хочет..чтобы.государство.было.сильным..чтобы.оно.могло.защищать.своих.граждан..Quantised;values_m_14
values_m.object.53.Он.ищет.приключений.и.любит.рисковать..Он.хочет.иметь.захватывающую.жизнь..Quantised;values_m_15
values_m.object.53.Для.него.важно.всегда.вести.себя.правильно..Он.хочет.избегать.того..что.люди.могут.назвать.неправильным..Quantised;values_m_16
values_m.object.53.Для.него.важно.получать.уважение.от.других..Он.хочет..чтобы.люди.делали.то..что.он.говорит..Quantised;values_m_17
values_m.object.53.Для.него.важно.быть.верным.своим.друзьям..Он.хочет.посвятить.себя.близким.ему.людям..Quantised;values_m_18
values_m.object.53.Он.твердо.верит..что.люди.должны.заботиться.о.природе..Забота.об.окружающей.среде.важна.для.него..Quantised;values_m_19
values_m.object.53.Для.него.важны.традиции..Он.старается.следовать.обычаям..переданным.его.религией.или.его.семьей..Quantised;values_m_20
values_m.object.53.Он.ищет.любую.возможность.повеселиться..Для.него.важно.делать.то..что.доставляет.ему.удовольствие..Quantised;values_m_21
values_n.object.52.Для.них.важно.придумывать.новые.идеи.и.быть.креативными..Им.нравится.делать.в.своем.собственном.оригинальном.стиле..Quantised;values_n_1
values_n.object.52.Им.важно.быть.богатыми..Они.хотят.иметь.много.денег.и.дорогих.вещей..Quantised;values_n_2
values_n.object.52.Они.считают..что.важно..чтобы.к.каждому.человеку.в.мире.относились.одинаково..Они.считают..что.у.всех.должны.быть.равные.возможности.в.жизни..Quantised;values_n_3
values_n.object.52.Им.важно.показать.свои.способности..Они.хотят..чтобы.люди.восхищались.тем..что.они.делают..Quantised;values_n_4
values_n.object.52.Для.них.важно.жить.в.безопасной.среде..Они.избегают.всего..что.может.поставить.под.угрозу.их.безопасность..Quantised;values_n_5
values_n.object.52.Они.любят.сюрпризы.и.всегда.ищут.новые.занятия..Они.считают..что.важно.делать.много.разных.дел.в.жизни..Quantised;values_n_6
values_n.object.52.Они.считают..что.люди.должны.делать.то..что.им.говорят..Они.думают..что.люди.должны.следовать.правилам.всегда..даже.когда.на.них.никто.не.смотрит..Quantised;values_n_7
values_n.object.52.Для.них.важно.слушать.людей..которые.отличаются.от.них..Даже.когда.они.не.согласны.с.ними..они.все.равно.хотят.их.понять..Quantised;values_n_8
values_n.object.52.Для.них.важно.быть.скромными.и.сдержанными..Они.стараются.не.привлекать.к.себе.внимание..Quantised;values_n_9
values_n.object.52.Для.них.важно.хорошо.проводить.время..Они.любят..баловать..себя..Quantised;values_n_10
values_n.object.52.Для.них.важно.принимать.собственные.решения.о.том..что.они.делают..Им.нравится.быть.свободными.и.не.зависеть.от.других..Quantised;values_n_11
values_n.object.52.Для.них.очень.важно.помогать.людям.вокруг..Они.хотят.заботиться.об.их.благополучии..Quantised;values_n_12
values_n.object.52.Для.них.важно.добиться.большого.успеха..Они.надеются..что.люди.признают.их.достижения..Quantised;values_n_13
values_n.object.52.Для.них.важно..чтобы.государство.обеспечивало.их.безопасность.от.всех.угроз..Они.хотят..чтобы.государство.было.сильным.и.могло.защищать.своих.граждан..Quantised;values_n_14
values_n.object.52.Они.ищут.приключений.и.любят.рисковать..Им.хочется.вести.захватывающую.жизнь..Quantised;values_n_15
values_n.object.52.Для.них.важно.всегда.вести.себя.должным.образом..Они.хотят.избегать.всего..что.люди.могут.посчитать.неправильным..Quantised;values_n_16
values_n.object.52.Для.них.важно..чтобы.окружающие.их.уважали..Они.хотят..чтобы.люди.делали.то..что.они.говорят..Quantised;values_n_17
values_n.object.52.Для.них.важно.быть.верными.своим.друзьям..Они.хотят.посвящать.себя.людям..которые.им.близки..Quantised;values_n_18
values_n.object.52.Они.твердо.верят..что.люди.должны.заботиться.о.природе..Для.них.важно.беречь.окружающую.среду..Quantised;values_n_19
values_n.object.52.Традиции.важны.для.них..Они.стараются.следовать.обычаям..переданным.их.религией.или.семьей..Quantised;values_n_20
values_n.object.52.Они.ищут.любую.возможность.повеселиться..Для.них.важно.заниматься.тем..что.приносит.удовольствие..Quantised;values_n_21
MFQ.object.56.Забота.о.людях..которые.пострадали....важная.добродетель..Quantised;MFQ_1
MFQ.object.56.Мир.был.бы.лучше..если.бы.все.зарабатывали.одинаковое.количество.денег..Quantised;MFQ_2
MFQ.object.56.Я.думаю..что.более.трудолюбивые.люди.должны.в.конечном.итоге.иметь.больше.денег..Quantised;MFQ_3
MFQ.object.56.Я.думаю..что.детей.следует.учить.быть.преданными.своей.стране..Quantised;MFQ_4
MFQ.object.56.Я.думаю..что.для.общества.важно.лелеять.свои.традиционные.ценности..Quantised;MFQ_5
MFQ.object.56.Я.думаю..что.к.человеческому.телу.следует.относиться.как.к.храму..вмещающему.в.себя.нечто.священное..Quantised;MFQ_6
MFQ.object.56.Я.считаю..что.сострадание.к.тем..кто.страдает..является.одной.из.важнейших.добродетелей..Quantised;MFQ_7
MFQ.object.56.В.нашем.обществе.было.бы.меньше.проблем..если.бы.у.людей.был.одинаковый.доход..Quantised;MFQ_8
MFQ.object.56.Я.считаю..что.люди.должны.вознаграждаться.пропорционально.тому..что.они.вносят.в.общество..Quantised;MFQ_9
MFQ.object.56.Меня.расстраивает..когда.люди.не.преданы.своей.стране..Quantised;MFQ_10
MFQ.object.56.Я.считаю..что.большинство.традиций.выполняют.ценную.функцию.в.поддержании.порядка.в.обществе..Quantised;MFQ_11
MFQ.object.56.Я.считаю..что.целомудрие.является.важной.добродетелью..Quantised;MFQ_12
MFQ.object.56.Мы.все.должны.заботиться.о.людях..которые.испытывают.эмоциональную.боль..Quantised;MFQ_13
MFQ.object.56.Я.считаю..что.всем.должно.быть.предоставлено.одинаковое.количество.ресурсов.в.жизни..Quantised;MFQ_14
MFQ.object.56.Усилия..которые.работник.вкладывает.в.работу..должны.отражаться.в.размере.получаемой.им.прибавки.к.зарплате..Quantised;MFQ_15
MFQ.object.56.Каждый.должен.любить.свое.сообщество..Quantised;MFQ_16
MFQ.object.56.Я.считаю..что.послушание.родителям...важная.добродетель..Quantised;MFQ_17
MFQ.object.56.Меня.огорчает..когда.люди.используют.нецензурную.лексику..будто.это.что.то.обычное..Quantised;MFQ_18
MFQ.object.56.Я.сочувствую.тем.людям..которые.страдали.в.своей.жизни..Quantised;MFQ_19
MFQ.object.56.Я.считаю..что.было.бы.идеально..если.бы.все.в.обществе.в.конечном.итоге.получали.примерно.одинаковую.сумму.денег..Quantised;MFQ_20
MFQ.object.56.Меня.радует..когда.людей.признают.за.их.заслуги..Quantised;MFQ_21
MFQ.object.56.Каждый.должен.защищать.свою.страну..если.это.необходимо..Quantised;MFQ_22
